"","text","tweet_id","tweet_time","tweeter","tweeter_name","GoPackGo","Packers","GBvsNYG","GiantsPride","Giants","Association"
"2626","Seems like everyone else can score on the 49ers wth.
#packers #GoPackGo",1201212838271954944,"2019-12-01 18:53:52",818454173620596736,"105.7FM TheFang🐍🌐",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2627","Crosby just casually hits a 47 yarder #GoPackGo",1201212823189282816,"2019-12-01 18:53:49",978816449602113536,"🧀 Packers 🧀 (9-3)",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2628","Forced a bad throw out of Jones, took advantage, YUS.

#GoPackGo https://t.co/Zfq0RDcQjq",1201212820223856640,"2019-12-01 18:53:48",20050275,"Aidan Flood",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2629","Mason Crosby in the snow: Automatic.

#Packers #GoPackGo",1201212813286531072,"2019-12-01 18:53:46",40389379,"Matt",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2630","@crosbykicks2 gets a FG in the snow.. save this tweet. He does it a lot and it’s that time of year. #GBvsNYG #GoPackGo",1201212768797507584,"2019-12-01 18:53:36",1048299662749433856,"Trevor",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"2631","Mason Crosby 47 yards in the snow. That was beautiful. #GoPackGo",1201212767908159488,"2019-12-01 18:53:35",3352503227,"Alex Meissner",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2632","Gotta love that weather! #GoPackGo",1201212767736348672,"2019-12-01 18:53:35",143383271,"Markus Gebka 🏕️",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2633","In them conditions that’s great kick from Crosby #GoPackGo",1201212761121927168,"2019-12-01 18:53:34",729264218,"Ross Wynne",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2634","#GoPackGo",1201212752108367872,"2019-12-01 18:53:32",785997686503768064,"KeatonBuilder",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2635","Remember when people wanted to cut @crosbykicks2?

Idiots.

#GoPackGo",1201212748337684480,"2019-12-01 18:53:31",705607975587565568,"Max Meigel",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2636","@packers @crosbykicks2 Dam #GoPackGo",1201212740821405696,"2019-12-01 18:53:29",245862578,"King Cali",TRUE,TRUE,FALSE,FALSE,FALSE,"PackersTweets"
"2637","#GoPackGo",1201212732093222912,"2019-12-01 18:53:27",2468308568,"Queen V ♥♡♥",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2638","@packers @crosbykicks2 47 yards, snow. Doesn't matter. Straight up the middle. #GoPackGo",1201212721695379456,"2019-12-01 18:53:24",2487606200,"austinfull(ofshit)",TRUE,TRUE,FALSE,FALSE,FALSE,"PackersTweets"
"2639","🏈💛💚 #FieldGoal #2 #GoPackGo🏈💛💚",1201212717778055168,"2019-12-01 18:53:24",37742936,"Leigh Anne Muller",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2640","Packers stay winning #GoPackGo",1201212714313568256,"2019-12-01 18:53:23",3048780725,"Blizzard",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2641","Snow Fly Zone #GoPackGo 🥶 https://t.co/BVnzSEHA2V",1201212712002506752,"2019-12-01 18:53:22",1161629586012155904,"TKSx3",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2642","Where is Aaron Jones?? #gopackgo #GBvsNYG",1201212708768501760,"2019-12-01 18:53:21",173528568,"Ren Rojas",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"2643","47 yards, snow. Doesn't matter. Straight up the middle. #GoPackGo",1201212697838153728,"2019-12-01 18:53:19",2487606200,"austinfull(ofshit)",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2644","""Dependable.. normally dependable.. Mason Crosby..""

BRO. @crosbykicks2 IS MY BOY. HE *IS* DEPENDABLE. GET OUT OF HERE WITH THAT ""NORMALLY"" SHIT. 🙄

#GBvsNYG #GoPackGo",1201212688740880384,"2019-12-01 18:53:17",293230349,"Marqee Marie™",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"2645","What a kick @crosbykicks2 !!! #GoPackGo",1201212681321156608,"2019-12-01 18:53:15",35934062,"Justin Lautenschlager",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2646","Love this pass but not a fan of the virtual yardage numbers.  #GoPackGo https://t.co/KGkglNFWGf",1201212667794513920,"2019-12-01 18:53:12",17884574,"Shnaps",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2647","@waynelarrivee @kuhnj30 @jasonjwilde @AaronRodgers12 @MarkTauscher65 @DennisKrause1 @gneitzel16 @WesHod @GNeitzel @Showtyme_33 This just in: @crosbykicks2 trying out for the Rockettes after that 47 yard field goal in the snow.

#Packers Second Screen for instant updates/analysis: https://t.co/zeZOUj2KVR
Listen Live (desktop): https://t.co/kDQ8UesM8z #GoPackGo https://t.co/dtpWtwx5bf",1201212658139226112,"2019-12-01 18:53:09",18719880,"620wtmj",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2648","Rodgers tried a deep bomb for MVS but well covered by Jenkins! 

Out comes Crosby who is perfect in trying conditions! 

17-7

#GoPackGo  #GBvsNYG https://t.co/nSdeoqIXGn",1201212656541155328,"2019-12-01 18:53:09",1390248440,"UK and Irish Packers",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"2649","Mason “Money” Crosby!  It’s good!  @crosbykicks2 for three!  #GBvsNYG #GoPackGo https://t.co/OXv31nGpGc",1201212652686495744,"2019-12-01 18:53:08",365825877,"Packers Fan Podcast",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"2650","Really appreciate @crosbykicks2 #GoPackGo",1201212650555953152,"2019-12-01 18:53:08",196741522,"LOST",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2651","This is what I’m talking about with @MVS__11.. if @AaronRodgers12 throws him a better ball he makes better catches.. more times than not, those kinds of throws are made to him yet everyone cries about MVS.. it’s BS. #GBvsNYG #GoPackGo",1201212650153267200,"2019-12-01 18:53:07",1048299662749433856,"Trevor",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"2652","I seen alot of them lmaooooo #GoPackGo #Packers #GBvsNYG https://t.co/FK6Ncj5O8W",1201212629810892800,"2019-12-01 18:53:03",1168710476248825856,"Endgame",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"2653","Crosby with the 3 #GoPackGo",1201212628246450176,"2019-12-01 18:53:02",536447932,"Jay Gutierrez",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2654","Weather doesn't phase @crosbykicks2 💪💪 #packers up 17-7 #GoPackGo",1201212627176886272,"2019-12-01 18:53:02",1198948936280674304,"ChrisGBP 🧀9-3",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2655","FG convertido. Packers 17x07 Giants. #NFL100 #GoPackGo",1201212619379630080,"2019-12-01 18:53:00",111073654,"Carlos Alexandre",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2656","That ball was a little behind him on that one but good drive overall we will take the 3 points #GoPackGo",1201212610919747584,"2019-12-01 18:52:58",922739803338297344,"THE SPURS ARE A 2 PACK OF ASS",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2657","Field goal pack!
17-7
Pack
#GoPackGo
#GBvsNYG https://t.co/QiyY5UWm3N",1201212605697802240,"2019-12-01 18:52:57",1199513693425471488,"Dennis Franklin Jr",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"2658","Let’s go packers 💚💛💚 #GoPackGo",1201212600236724224,"2019-12-01 18:52:56",137582526,"Melissa rosales",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2659","Great Job @crosbykicks2 ..!! #GoPackGo",1201212590921261056,"2019-12-01 18:52:53",295351620,"PopRock 🇺🇸",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2660","#GoPackGo https://t.co/jhqEoJe9Qo",1201212577105285120,"2019-12-01 18:52:50",1089197556138164224,"“Get right” game?",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2661","CROSBY IS GOOOOOOOOOD!

Packers 17-7 Giants

#GoPackGo
#GBvsNYG",1201212573762359296,"2019-12-01 18:52:49",919978301212577792,"Lambeau Leapers BR 🧀",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"2662","+3⃣ #FIELDGOAL +3⃣

Mason Crosby coloca lá dentro, 47 jardas na neve!

Mais três pontos para o Green Bay #Packers.

🧀17x7🎡

#GoPackGo #GBvsNYG",1201212538773549056,"2019-12-01 18:52:41",2729359219,"Cheeseheads Brasil",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"2663","It’s cool watching the #Packers #Game on TV, knowing it’s being played in the same #Stadium where @realzachstatham &amp; I attended #Wrestlemania this past April 🏈📺🤼‍♂️ #GBvsNYG #Wrestlemania35 #GoPackGo #MetlifeStadium #NFL #NFLWeek10 #GreenBay #NewYorkGiants #GreenBayPackers",1201212536361771008,"2019-12-01 18:52:40",2955920091,"Matthew Koster",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"2664","Mason Crosby is good from 47-yards out! #GoPackGo",1201212524483563520,"2019-12-01 18:52:37",1193737036030722048,"PackersUpdate",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2665","Field Goal.  Not a touch-down, but it's awesome. #GoPackGo",1201212512991109120,"2019-12-01 18:52:35",21486053,"Rain to the MC",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2666","#gopackgo",1201212512601030656,"2019-12-01 18:52:35",1184297144246775808,"Matheus Aquino 17-3",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2667","#GoPackGo https://t.co/kkPN0m6XuT",1201212511888035840,"2019-12-01 18:52:34",832087481088634880,"Gook",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2668","IMO the fake TV overlay field lines take a bit of the viewing fun out of the game for the fans at home. #packers #GoPackGo",1201212510055088128,"2019-12-01 18:52:34",474092199,"KB",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2669","Die Packers sind im Paradies😉 #ranNFL #GoPackGo https://t.co/ZftSaNKxWm",1201212503730139136,"2019-12-01 18:52:32",2767905591,"SteffisFootball-Foodgraphy🏈🏀",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2670","Giants?!!!! Lmfaooo😂😂😂#GoPackGo https://t.co/tWotd6fnjK",1201212500437417984,"2019-12-01 18:52:32",1015263267588071424,"Mocha Drip",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2671","Great kick by @crosbykicks2 in the elements. @packers make it a 2 score game. #GBvsNYG",1201212499628101632,"2019-12-01 18:52:32",1405093238,"Robert Jacques",FALSE,TRUE,TRUE,FALSE,FALSE,"PackersTweets"
"2672","Sucks I’m stuck at work. This looks like it’s a fun game to watch. #GoPackGo #GBvsNYG",1201212490224455680,"2019-12-01 18:52:29",152753750,"Sawyer🇺🇸",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"2673","Even in the snow!  Nice Mason!  #GoPackGo  #GBvsNYG",1201212480225189888,"2019-12-01 18:52:27",26629277,"jeff mcbride",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"2674","Loving the weather! #GoPackGo https://t.co/FN5mTAQ2au",1201212479730311168,"2019-12-01 18:52:27",57321882,"Michael",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2675","MVS is no doubt talented. But man, he has had some plays this year where the effort shown is, nearly, negligible. C'mon #GoPackGo",1201212476995571712,"2019-12-01 18:52:26",154046984,"Nick Lilja",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2676","I'm old enough to remember when people wanted to cut Crosby #GoPackGo",1201212476077068288,"2019-12-01 18:52:26",289754596,"Jason Couch",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2677","FG kicked by Crosby to make it 17-7 #Pack #PackerNation #GoPackGo #Packers #GBvsNYG @ukpackers @packers",1201212470255325184,"2019-12-01 18:52:25",23562609,"Jeremiah The Bullfrog",TRUE,TRUE,TRUE,FALSE,FALSE,"PackersTweets"
"2678","@packers Escondido, California #GoPackGo",1201212455709360128,"2019-12-01 18:52:21",273755864,"Matt",TRUE,TRUE,FALSE,FALSE,FALSE,"PackersTweets"
"2679","Let's all acknowledge the fine season @crosbykicks2 is having! #GoPackGo",1201212454417485824,"2019-12-01 18:52:21",148487879,"Mike Kawano",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2680","Crosby nails a 47yd FG 17-7 #Packers lead #GoPackGo 🏈❄️🎉",1201212454409318400,"2019-12-01 18:52:21",698964805437095936,"Studio420",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2681","Crosby money rain or shine or snow!! #GoPackGo",1201212452265955328,"2019-12-01 18:52:20",744319831,"Packers (9-3) Badgers (10-2)",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2682","Mason Crosby kicking for his sis in law 💚💛 #GoPackGo",1201212446775492608,"2019-12-01 18:52:19",462805481,"DodgersPackersLakers",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2683","いっつぐー

#GoPackGo",1201212445575892992,"2019-12-01 18:52:19",625554794,"ひでを",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2684",".@crosbykicks2 is GOOD from 47 yards! 

#Packers lead 17-7 with 12:02 to go in the second quarter.

#GBvsNYG | #GoPackGo https://t.co/w1Q9tydZAa",1201212441281146880,"2019-12-01 18:52:18",35865630,"Green Bay Packers",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"2685","Devante was crazy open on that corner route #GoPackGo #packers",1201212439246839808,"2019-12-01 18:52:17",193440153,"Alonzo Key",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2686","NY pagará los platos rotos de la.semana pasada #GoPackGo https://t.co/NB9MqAzxRh",1201212431781027840,"2019-12-01 18:52:15",275574071,"John Guzmán 🇩🇴🇺🇸 Milwaukee",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2687","Tell you what Crosby has been solid this yr #gopackgo",1201212423107158016,"2019-12-01 18:52:13",791610827891695616,"Frank",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2688","I’m finally tuned into the game, LET’S GO! #GOPACKGO",1201212416119443456,"2019-12-01 18:52:12",19970866,"Duke J. Backus ✝️🧀🧔🏻",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2689","I would have liked another TD there, but points are points. I hope that doesn't come back to bite us, though. #GoPackGo #GBvsNYG",1201212412063617024,"2019-12-01 18:52:11",205399994,"βετh",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"2690","MASON CROSBY VEM AÍ!

#GoPackGo
#GBvsNYG",1201212410738163712,"2019-12-01 18:52:10",919978301212577792,"Lambeau Leapers BR 🧀",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"2691","Kick is good @packers lead 17-7 #GoPackGo",1201212408515244032,"2019-12-01 18:52:10",1018655442917101568,"Wisconsin Sport Updates",TRUE,TRUE,FALSE,FALSE,FALSE,"PackersTweets"
"2692","#GoPackGo",1201212391666733056,"2019-12-01 18:52:06",1240322828,"zǝpuáuɹǝɥ ɐɹnɐl",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2693","Lucky to have @crosbykicks2 enough said! #Packers #GoPackGo",1201212383953330176,"2019-12-01 18:52:04",546233079,"Don Basina 🌱Ⓥ💚🏈💛🇺🇸",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2694","Mason Crosby. What a bounce back season. #GoPackGo",1201212347278331904,"2019-12-01 18:51:55",76512504,"Jason Davidson",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2695","Well done Mason Crosby. Big kick on a tough day. #packers #GoPackGo",1201212330429865984,"2019-12-01 18:51:51",37228186,"Chaz",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2696","Play clock still just running down and running down. It’s annoying. @CoachMLaFleur needs to get the play out quicker and @AaronRodgers12 needs to get called and stop spending forever scanning the defense.. get the play going! #GBvsNYG #GoPackGo",1201212320657092608,"2019-12-01 18:51:49",1048299662749433856,"Trevor",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"2697","FG good Crosby!#GoPackGo",1201212288021213184,"2019-12-01 18:51:41",588744592,"Mz.Carol",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2698","#GoPackGo https://t.co/uo1vUWi5WA",1201212221507997696,"2019-12-01 18:51:25",288499007,"travis",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2699","PRA CIMA DELES!!!!
#GoPackGo #NFL100 #NFLnaESPN https://t.co/8cQlq2rV7h",1201212191837499392,"2019-12-01 18:51:18",244654524,"DePaul19",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2700","MVS is absolutely allergic to making plays. #GoPackGo",1201212166726180864,"2019-12-01 18:51:12",53161551,"Jon Iaccino",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2701","We all have our way of watching the Packers... This is Thomas' #whateverworks #gopackgo https://t.co/vIZP3JTOzp",1201212116180574208,"2019-12-01 18:51:00",11574642,"Andrew Belonger",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2702",".@King_kevvoo grabs his fourth INT of the season! 

#GBvsNYG | #GoPackGo https://t.co/CdLdeZTc1R",1201212077148385280,"2019-12-01 18:50:51",35865630,"Green Bay Packers",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"2703","INTERCEPTAÇÃO ⛔

Kevin King após ser queimado no TD dos Giants, ele não se deixa abalar e recupera a posse de bola para os #Packers na linha de 45. 

#GoPackGo #NFL100",1201212039978536960,"2019-12-01 18:50:42",1188515185302167552,"Cheesehead Sincero (9-3)",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2704","Aaron Rodgers needs 7 TDS today to make up for last week but #GoPackGo #Packers",1201211960903249920,"2019-12-01 18:50:23",981581276665778176,"BGM Bally",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2705","We’ve got another touchdown in the snow! ☃️ #GoPackGo

@AaronRodgers12 and @AllenLazard connect for a 37-yard @Packers TD! #GBvsNYG

📺: FOX
📱: NFL app // Yahoo Sports app
Watch free on mobile: https://t.co/R27l4n2wWP
https://t.co/sgB9NIlCjA",1201211931471810560,"2019-12-01 18:50:16",2782747070,"Terry D Henderson Sr",TRUE,TRUE,TRUE,FALSE,FALSE,"PackersTweets"
"2706","Nice to see @AaronRodgers12 pass the ball to all of his receivers and not just to Davante Adams. #GoPackGo",1201211925654392832,"2019-12-01 18:50:15",506857629,"Brett",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2707","#GoPackGo",1201211918423339008,"2019-12-01 18:50:13",1602089785,"Harkirat Sekhon",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2708","#GoPackGo #GoPackGo 💛💚💛💚💛💚 https://t.co/HYydcldfXx",1201211878619398144,"2019-12-01 18:50:03",1173689413483814912,"Eminem's Real Wife",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2709","Love how hard @jswaggdaddy runs #GBvsNYG #GoPackGo",1201211857241026560,"2019-12-01 18:49:58",1048299662749433856,"Trevor",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"2710","The @packers aren’t on my tv today. So bummed! But, they are on @SIRIUSXM, yay!!! #GoPackGo #GBvsNYG 🙂❤️🏈 https://t.co/k8jczKLhzo",1201211853923405824,"2019-12-01 18:49:58",1152734905874485248,"Captain Michigan",TRUE,TRUE,TRUE,FALSE,FALSE,"PackersTweets"
"2711","#GoPackGo #GoPackGo #GoPackGo #GoPackGo #GoPackGo #GoPackGo #GoPackGo #GoPackGo #GoPackGo #GoPackGo #GoPackGo #GoPackGo #GoPackGo #GoPackGo #GoPackGo #GoPackGo #GoPackGo #GoPackGo #GoPackGo #GoPackGo #GoPackGo #GoPackGo",1201211834205974528,"2019-12-01 18:49:53",1038099802112831488,"Packers Central Mexico",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2712","#GoPackGo",1201211814777905152,"2019-12-01 18:49:48",697490721851514880,"Brittney Pakebusch",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2713","I am loving all the updates Pack Fam! Thank youuuuu! #GoPackGo #GBvsNYG",1201211802719313920,"2019-12-01 18:49:45",2891711743,"Justin Mills",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"2714","I’m very happy Kevin King got a interception. #packers #GoPackGo #GBvsNYG",1201211783425482752,"2019-12-01 18:49:41",749308794837098496,"Mark Marji",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"2715","Was about to ask how Kevin King just forgot how to play football, but then he got an interception to shut me up... so #GoPackGo  #GBvsNYG",1201211780644646912,"2019-12-01 18:49:40",20377151,"Sean Baker",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"2716","NJ making the #Packers feel at home. #Snow #GoPackGo https://t.co/6qGPuv4IzE",1201211773413724160,"2019-12-01 18:49:38",45143744,"Jersey Al - GBP",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2717","INTERCEPTION! #GoPackGo",1201211761136939008,"2019-12-01 18:49:35",415102222,"M$H",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2718","Our ball 🏈🙌

Interception by @King_kevvoo!

#GBvsNYG | #GoPackGo https://t.co/aHzXIL95yi",1201211730786955264,"2019-12-01 18:49:28",35865630,"Green Bay Packers",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"2719","Rosie watching the @packers  #GoPackGo #PackersRollCall https://t.co/AKA8eGB7Pv",1201211708846436352,"2019-12-01 18:49:23",2930785208,"Eragon Saphira",TRUE,TRUE,FALSE,FALSE,FALSE,"PackersTweets"
"2720","@TheJimmyGraham with the first down catch after a lot of time spent scanning the field. Why is the pass so low @AaronRodgers12? #GBvsNYG #GoPackGo",1201211704606109696,"2019-12-01 18:49:22",1048299662749433856,"Trevor",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"2721","Kevin King now has four of his five career interceptions this season. #GoPackGo",1201211695768756224,"2019-12-01 18:49:20",1062060524,"Andrew Goldstein",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2722","@Packers_Mx Costa Rica 🇨🇷🏈🧀💚💛 #GoPackGo",1201211667574611968,"2019-12-01 18:49:13",71633467,"Meg Lopez",TRUE,TRUE,FALSE,FALSE,FALSE,"PackersTweets"
"2723","My cousin Kevin King with his team leading 4th INT on the season! Good shit cousin!! #packers #GoPackGo #interception",1201211665284509696,"2019-12-01 18:49:13",2910419064,"chandler king",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2724","#GoPackGo https://t.co/DQnAAKmrMC",1201211604358090752,"2019-12-01 18:48:58",43239498,"Gabriela Nava",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2725","Loooove that we can see all the footprints in the snow #GoPackGo #GBvsNYG https://t.co/SRZ3LKd2AE",1201211588323102720,"2019-12-01 18:48:54",25962534,"Nikki",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"2726","My game food game strong today.
Made 'em myself.
#GoPackGo https://t.co/k4mBjhC2Jk",1201211569251782656,"2019-12-01 18:48:50",17948254,"Phil Cianciola",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2727","Jimmy GRAHAM!

First DOWN!

#GoPackGo
#GBvsNYG",1201211564570923008,"2019-12-01 18:48:49",919978301212577792,"Lambeau Leapers BR 🧀",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"2728","@SaadYousuf126 #GoPackGo https://t.co/Z0ed4F5Hnh",1201211556459139072,"2019-12-01 18:48:47",791700850028589056,"Ninja Turdles",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2729","Good for Kevin King.  Now he might be trending for a different reason.  Two good plays by him that series. #GoPackGo",1201211552130641920,"2019-12-01 18:48:46",244255264,"B.A.",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2730","Kevin King with the INTERCEPTION!! #GoPackGo https://t.co/Dh831Fsb5j",1201211533084237824,"2019-12-01 18:48:41",3403366834,"Cream City Central",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2731","#GoPackGo",1201211511068229632,"2019-12-01 18:48:36",54169321,"Paco ≈ Panch ≈ Paquín",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2732","thanks kevin king for proving my reverse psychology crap again #GoPackGo",1201211496052613120,"2019-12-01 18:48:32",1145840275492724736,"loren 🇨🇺",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2733","#GoPackGo https://t.co/8N2vEkq7EV",1201211475035086848,"2019-12-01 18:48:27",1146093510,"Polatti",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2734","#GoPackGo",1201211454394900480,"2019-12-01 18:48:22",222407564,"Fonzo",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2735","#Rodgers gerade mit dem perfekten Passer Rating... 
#ranNFL #GoPackGo #Packers",1201211442504097792,"2019-12-01 18:48:19",828878294506422272,"Max",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2736","Nice Catch, James #GoPackGo",1201211426699960320,"2019-12-01 18:48:16",25607106,"Fred Thurston",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2737","King with the pick. Wonders never cease. ‘Tis the season for miracles they say 😉🎄 #GoPackGo #GBvsNYG",1201211403643891712,"2019-12-01 18:48:10",43422263,"Jennifer",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"2738","Let’s gooooooo #GBvsNYG #GoPackGo",1201211403396427776,"2019-12-01 18:48:10",217081467,"Brian",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"2739","Amazing snow scenes at metlife #GOPACKGO https://t.co/P9hpae116S",1201211397906063360,"2019-12-01 18:48:09",59459960,"Rob van Eyndhoven",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2740","Daniel Jones interceptado!!!14x7 Packers!!! #GoPackGo #GBvsNYG #NFLnaESPN https://t.co/VJLTn2lItu",1201211397608226816,"2019-12-01 18:48:09",3865956855,"Julio Chaves",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"2741","@Aspree_Berean #GoPackGo",1201211390834487296,"2019-12-01 18:48:07",40546294,"Brad Fisher",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2742","Ask, and you shall receive.  #Packers #GoPackGo https://t.co/AGU0Vq6mOv",1201211389173469184,"2019-12-01 18:48:07",1169412979693150208,"Green & Bold",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2743","#GoPackGo My secondary with the big plays",1201211385419575296,"2019-12-01 18:48:06",183795723,"Star Boy",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"2744","More Aaron Jones. #GoPackGo",1201211375848050688,"2019-12-01 18:48:04",436726213,"Cameron",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
